""	"a"	"NA"	"NA"	"NA"	"año"	"Primarias"
"12589"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	NA	"0"	"2017"	"No"
"12590"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"GASTOS POR TRASLADO DE VIAJES"	"4628461"	"2017"	"No"
"12591"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"GASTOS POR COMBUSTIBLE"	"1272402"	"2017"	"No"
"12592"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"710281"	"2017"	"No"
"12593"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"710281"	"2017"	"No"
"12594"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"605000"	"2017"	"No"
"12595"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1111111"	"2017"	"No"
"12596"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1111111"	"2017"	"No"
"12597"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1111111"	"2017"	"No"
"12598"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"394265"	"2017"	"No"
"12599"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"555555"	"2017"	"No"
"12600"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"222222"	"2017"	"No"
"12601"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"333333"	"2017"	"No"
"12602"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"777778"	"2017"	"No"
"12603"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"5e+05"	"2017"	"No"
"12604"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1e+06"	"2017"	"No"
"12605"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1888889"	"2017"	"No"
"12606"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"347777"	"2017"	"No"
"12607"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"35000"	"2017"	"No"
"12608"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"555555"	"2017"	"No"
"12609"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"6e+05"	"2017"	"No"
"12610"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"555555"	"2017"	"No"
"12611"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"555555"	"2017"	"No"
"12612"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"8e+05"	"2017"	"No"
"12613"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1111111"	"2017"	"No"
"12614"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"222222"	"2017"	"No"
"12615"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1111111"	"2017"	"No"
"12616"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1111111"	"2017"	"No"
"12617"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"5e+05"	"2017"	"No"
"12618"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1500000"	"2017"	"No"
"12619"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"880645"	"2017"	"No"
"12620"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"5561095"	"2017"	"No"
"12621"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"35458"	"2017"	"No"
"12622"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"346900"	"2017"	"No"
"12623"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"4856985"	"2017"	"No"
"12624"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"236100"	"2017"	"No"
"12625"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"ARRIENDO DE ESPECIES"	"54740"	"2017"	"No"
"12626"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"ARRIENDO DE VEHICULOS"	"105000"	"2017"	"No"
"12627"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA RADIOEMISORAS"	"199920"	"2017"	"No"
"12628"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA RADIOEMISORAS"	"2e+05"	"2017"	"No"
"12629"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA RADIOEMISORAS"	"200006"	"2017"	"No"
"12630"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1.7e+07"	"2017"	"No"
"12631"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"2e+07"	"2017"	"No"
"12632"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"286347"	"2017"	"No"
"12633"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"285513"	"2017"	"No"
"12634"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"1210121"	"2017"	"No"
"12635"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"interes por mora no es gasto electoral"	"6051"	"2017"	"No"
"12636"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"1573000"	"2017"	"No"
"12637"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"107350"	"2017"	"No"
"12638"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA MEDIOS DE COMUNICACION DIGITAL"	"61519550"	"2017"	"No"
"12639"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"3534300"	"2017"	"No"
"12640"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"73033870"	"2017"	"No"
"12641"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"1e+07"	"2017"	"No"
"12642"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA RADIO EMISORAS"	"315000"	"2017"	"No"
"12643"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA RADIO EMISORAS"	"535500"	"2017"	"No"
"12644"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA RADIO EMISORAS"	"18480105"	"2017"	"No"
"12645"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA RADIO EMISORAS"	"14705000"	"2017"	"No"
"12646"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA"	"11009761"	"2017"	"No"
"12647"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA"	"11976400"	"2017"	"No"
"12648"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA"	"1815345"	"2017"	"No"
"12649"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA"	"399840"	"2017"	"No"
"12650"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA"	"99999999"	"2017"	"No"
"12651"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA"	"8466024"	"2017"	"No"
"12652"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA"	"21721896"	"2017"	"No"
"12653"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA"	"9044000"	"2017"	"No"
"12654"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"ARRIENDO DE SEDE"	"1200000"	"2017"	"No"
"12655"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"ARRIENDO DE SEDE"	"1200000"	"2017"	"No"
"12656"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"390786"	"2017"	"No"
"12657"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"583100"	"2017"	"No"
"12658"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1888889"	"2017"	"No"
"12659"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"222222"	"2017"	"No"
"12660"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA"	"10591000"	"2017"	"No"
"12661"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA"	"1744064"	"2017"	"No"
"12662"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS"	"714000"	"2017"	"No"
"12663"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"GASTOS POR INTERESES DEVENGADOS EN INSTITUCIONES FINANCIERAS"	"2370716"	"2017"	"No"
"12664"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"555555"	"2017"	"No"
"12665"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1.7e+07"	"2017"	"No"
"12666"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1e+07"	"2017"	"No"
"12667"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1.7e+07"	"2017"	"No"
"12668"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"SERVICIOS PROFESIONALES"	"1.7e+07"	"2017"	"No"
"12669"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA RADIOEMISORAS"	"6e+05"	"2017"	"No"
"12670"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA RADIOEMISORAS"	"359856"	"2017"	"No"
"12671"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA"	"840140"	"2017"	"No"
"12672"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA"	"79968"	"2017"	"No"
"12673"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA"	"4500000"	"2017"	"No"
"12674"	"JOSE ANTONIO KAST RIST"	"INDEPENDIENTE"	"PROPAGANDA"	"6560750"	"2017"	"No"
"12675"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"TRANSMISIÓN 78 FRASES RADIALES"	"3769884"	"2017"	"No"
"12676"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"TRANSMISIÓN 16 FRASES RADIALES"	"773310"	"2017"	"No"
"12677"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"CCTV EN HOTEL DIRECTOR"	"773500"	"2017"	"No"
"12678"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"PRODUCCION ACTO"	"595000"	"2017"	"No"
"12679"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"RADIO BIO BIO CAMPAÑA CANDIDATURA PRESIDENTE"	"11181240"	"2017"	"No"
"12680"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"RADIO BIO BIO CAMPAÑA CANDIDATURA PRESIDENTE"	"1847356"	"2017"	"No"
"12681"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"AUDIO PUNTO DE PRENSA"	"202300"	"2017"	"No"
"12682"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"AUDIO PUNTO DE PRENSA SABADO 19 DE AGOSTO"	"202300"	"2017"	"No"
"12683"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"PRODUCCION ACTO MARCO SEPTIEMBRE"	"1547000"	"2017"	"No"
"12684"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"2 OWC MERCURY ELITE PRO 4TB DISCO DURO PARA FRANJA"	"880600"	"2017"	"No"
"12685"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"2 OWC MERCURY ELITE PRO 4TB DISCO DURO PARA FRANJA"	"880600"	"2017"	"No"
"12686"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"CAMPAÑA POLÍTICA MARCO ENRIQUEZ OMINAMI"	"10035270"	"2017"	"No"
"12687"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"CAMPAÑA POLÍTICA MARCO ENRIQUEZ OMINAMI"	"14651280"	"2017"	"No"
"12688"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"MATERIAL GRÁFICO PARA CONFERENCIA DE PRENSA"	"235620"	"2017"	"No"
"12689"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"DISEÑO E IMPRESIÓN GRÁFICA"	"303450"	"2017"	"No"
"12690"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"POLERAS IMPRESAS, GORROS, BANDERAS Y CHAPITAS"	"2393685"	"2017"	"No"
"12691"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"IMPRESIÓN VOLANTES"	"8330000"	"2017"	"No"
"12692"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"IMPRESIÓN VOLANTES"	"8330000"	"2017"	"No"
"12693"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"SERVICIOS DE CREATIVIDAD Y DISEÑO"	"7592200"	"2017"	"No"
"12694"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"IMPRESIÓN VOLANTES"	"8496600"	"2017"	"No"
"12695"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"SERVICIO CREATIVIDAD Y DISEÑO NOVIEMBRE, SERVICIO PLANIFICAC"	"9972200"	"2017"	"No"
"12696"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"IMPRESION DIGITAL 4/0 IMAN"	"404600"	"2017"	"No"
"12697"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"POSTERAS"	"3712800"	"2017"	"No"
"12698"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"DUSTED CON INSTALACIÓN, TELA PVC, FOMEX"	"379432"	"2017"	"No"
"12699"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"POSTERAS"	"3891300"	"2017"	"No"
"12700"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"CARPETAS, CREDENCIALES"	"1056896"	"2017"	"No"
"12701"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"ROLLERS, PAPEL SINTÉTICO"	"61880"	"2017"	"No"
"12702"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"CREDENCIALES Y ROLLERS CON GRÁFICA"	"280364"	"2017"	"No"
"12703"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"LIENZOS"	"119952"	"2017"	"No"
"12704"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"SERVICIO ENSAMBLADO PANCARTAS Y TRASLADOS"	"3088050"	"2017"	"No"
"12705"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"ARRIENDO AUTO"	"146286"	"2017"	"No"
"12706"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"ARRIENDO SALÓN Y EQUIPO COFEE BREAK"	"916500"	"2017"	"No"
"12707"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"ARRIENDO SALÓN"	"314361"	"2017"	"No"
"12708"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"BANQUETES"	"2e+05"	"2017"	"No"
"12709"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"SERVICIOS PUBLICITARIOS"	"2463300"	"2017"	"No"
"12710"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"ENSAMBLADO PANCARTAS"	"5920250"	"2017"	"No"
"12711"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"SERVICIOS DE SMS Y WHATSAPP"	"15470000"	"2017"	"No"
"12712"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"ASESORIA COMUNICACIÓN DIGITAL"	"4165000"	"2017"	"No"
"12713"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"INSTALACIÓN Y MONTAJE GRÁFICA"	"1610070"	"2017"	"No"
"12714"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"SERVICIOS PUBLICITARIOS Y GESTIÓN DE PRENSA"	"22402800"	"2017"	"No"
"12715"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"SESIÓN FOTOGRÁFICA PARA CAMPAÑA PRESIDENCIAL"	"1130500"	"2017"	"No"
"12716"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"PRESIDENCIAL 2017"	"78373593"	"2017"	"No"
"12717"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"RADIO COOPERATIVA PROPAGANDA RADIAL"	"8046759"	"2017"	"No"
"12718"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"GRABACIÓN Y EDICIÓN DE VIDEOS"	"944444"	"2017"	"No"
"12719"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"POST PRODUCCIÓN VIDEOS NOVIEMBRE"	"944444"	"2017"	"No"
"12720"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"POST PRODUCCIÓN VIDEOS OCTUBRE"	"944444"	"2017"	"No"
"12721"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"ENCARGADA AGENDA PRESIDENCIAL SEPTIEMBRE"	"1100000"	"2017"	"No"
"12722"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"48 BRIGADISTAS"	"722222"	"2017"	"No"
"12723"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"SERVICIOS DE PRODUCCIÓN Y ORGANIZACIÓN MES DE SEPTIEMBRE"	"1111111"	"2017"	"No"
"12724"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"GRABACIÓN LOCUCIONES CAMPAÑA PRESIDENCIAL"	"2222222"	"2017"	"No"
"12725"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"GRABACIÓN LOCUCIONES CAMPAÑA PRESIDENCIAL SEGUNDA ETAPA"	"833333"	"2017"	"No"
"12726"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"GRABACIÓN LOCUCIONES CAMPAÑA PRESIDENCIAL SEGUNDA ETAPA"	"208333"	"2017"	"No"
"12727"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"CONDUCTOR"	"370371"	"2017"	"No"
"12728"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"CONDUCTOR"	"555556"	"2017"	"No"
"12729"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"ASISTENCIA DE PRODUCCIÓN EN TERRENO"	"3333333"	"2017"	"No"
"12730"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"TRANSMISIÓN FACEBOOK LIVE MARATON 12 HORAS, CIERRE CAMPAÑA"	"2e+06"	"2017"	"No"
"12731"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"IMPRESIÓN DE VOLANTES"	"8925000"	"2017"	"No"
"12732"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"IMPRESIÓN DE TEXTILES VARIOS"	"5776336"	"2017"	"No"
"12733"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"PROMOCIONES TELEFÓNICAS"	"24530000"	"2017"	"No"
"12734"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"CAMPAÑA PRESIDENCIAL"	"4296471"	"2017"	"No"
"12735"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"CAMPAÑA PRESIDENCIAL"	"17988230"	"2017"	"No"
"12736"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"USO DE SALA"	"476000"	"2017"	"No"
"12737"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"ASESORIA COMUNICACIONAL"	"0"	"2017"	"No"
"12738"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"SERVICIO PUBLICITARIO"	"3288363"	"2017"	"No"
"12739"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"CAMARÓGRAFO PUNTO DE PRENSA PRESENTACIÓN EQUIPO PROGRAMÁTICO"	"66667"	"2017"	"No"
"12740"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"COMISIÓN MANTENCIÓN"	"24485"	"2017"	"No"
"12741"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"COMISIÓN MANTENCIÓN"	"5000"	"2017"	"No"
"12742"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"COMISIÓN MANTENCIÓN"	"5973"	"2017"	"No"
"12743"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"COMISIÓN MANTENCIÓN"	"1903"	"2017"	"No"
"12744"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"PROMOCIONES TELEFÓNICAS"	"8286457"	"2017"	"No"
"12745"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"PROMOCIONES TELEFÓNICAS"	"27413543"	"2017"	"No"
"12746"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"SERVICIO SOCIAL INTELLIGENCE CENTER"	"2591257"	"2017"	"No"
"12747"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"COORDINADOR GENERAL DE CAMPAÑA PRESIDENCIAL, ASESORÍA Y VOCE"	"9e+06"	"2017"	"No"
"12748"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"GASTOS EN COMBUSTIBLE"	"535576"	"2017"	"No"
"12749"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"INTERESES DEUDA"	"1423405"	"2017"	"No"
"12750"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"INTERESES DEUDA"	"2431139"	"2017"	"No"
"12751"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"INTERESES DEUDA"	"1794563"	"2017"	"No"
"12752"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"VEHÍCULO UTILIZADO DURANTE LA CAMPAÑA"	"4200000"	"2017"	"No"
"12753"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"2 VEHÍCULOS UTILIZADOS DURANTE LA CAMPAÑA"	"5600000"	"2017"	"No"
"12754"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"SERVICIO SOCIAL INTELLIGENCE CENTER"	"112"	"2017"	"No"
"12755"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"APORTE ESPACIOS PRIVADOS SEGUN RESPUESTA A OFICIO N°198"	"225000"	"2017"	"No"
"12756"	"MARCO ENRIQUEZ-OMINAMI GUMUCIO"	"PARTIDO PROGRESISTA"	"APORTE FACEBOOK, SEDE, GASTOS MENORES, SEGUN RESPUESTA OFICI"	"11404191"	"2017"	"No"
"12757"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ALAMBRE PARA ESTRUCTORAS DE ESCENARIOS"	"84358"	"2005"	"2da"
"12758"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PUBLICIDAD POLITICA RADIAL EN SANTIAGO"	"345576"	"2005"	"2da"
"12759"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"PUBLICIDAD POLITICOS EN REGIONES"	"1e+06"	"2005"	"2da"
"12760"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"CREDENCIALES PARA RESULTADOS EN HOTEL"	"452200"	"2005"	"2da"
"12761"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"AFICHES Y CABLERAS PARA ADORNAR HOTEL"	"9520000"	"2005"	"2da"
"12762"	"SEBASTIAN PIÑERA"	"RENOVACION NACIONAL"	"ROLLO MASTER PARA GRABACION DE FRANJA"	"29195"	"2005"	"2da"
