""	"a"	"NA"	"NA"	"NA"	"año"	"Primarias"
"4636"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	"MARIANELA BENAVIDESCARDONA"	"6360000"	"2017"	"Sí"
"4637"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	"JOSE RUDECINDO POBLETE TORO"	"15000"	"2017"	"Sí"
"4638"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	"ENRIQUE OCTAVIO AHUMADA BENITEZ"	"5000"	"2017"	"Sí"
"4639"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	NA	"15000"	"2017"	"Sí"
"4640"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	"PEARL MOIRA WILSON ARENAS"	"30000"	"2017"	"Sí"
"4641"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	NA	"30000"	"2017"	"Sí"
"4642"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	"DIEGO FABIAN FELIPEJOFRE URBINA"	"1000"	"2017"	"Sí"
"4643"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	"CAROLINA DEL RIO VANDE WYNGARD"	"10000"	"2017"	"Sí"
"4644"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	"CLAUDIO MARCELO CANEPA BLUMENBERG"	"5000"	"2017"	"Sí"
"4645"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	NA	"10000"	"2017"	"Sí"
"4646"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	"ELBA ALEJANDRA AHUMADA BENITEZ"	"30000"	"2017"	"Sí"
"4647"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	"JUAN GABRIEL VALDESECHENIQUE"	"5000"	"2017"	"Sí"
"4648"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	"CRISTOBAL FELIPE PINEDA ANDRADEZ"	"20000"	"2017"	"Sí"
"4649"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	"ILSIE LYLIAN ARAYA MORALES"	"50000"	"2017"	"Sí"
"4650"	"BEATRIZ SANCHEZ MUÑOZ"	"INDEPENDIENTE"	NA	"10000"	"2017"	"Sí"
"4651"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"NATALIA ISABELGALLARDOGONZALEZ"	"20000"	"2017"	"Sí"
"4652"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"20000"	"2017"	"Sí"
"4653"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"MOISES LEONARDOÑANCUPIL LLANCAVIL"	"25000"	"2017"	"Sí"
"4654"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"PATRICIO HUMBERTOAHUMADACRUZAT"	"10000"	"2017"	"Sí"
"4655"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"RODRIGO JAVIERVERAANGULO"	"10000"	"2017"	"Sí"
"4656"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"DIEGO PAOLOPINOPEREZ"	"5000"	"2017"	"Sí"
"4657"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"MARIA ELENA JOSEFINAANDONIE ARAQUE"	"20000"	"2017"	"Sí"
"4658"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"10000"	"2017"	"Sí"
"4659"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"50000"	"2017"	"Sí"
"4660"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"1e+05"	"2017"	"Sí"
"4661"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"MARCELO JONATHANVALENZUELA JARA"	"20000"	"2017"	"Sí"
"4662"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"ALVARO GABRIELNAVARRETECHIPLE"	"10000"	"2017"	"Sí"
"4663"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"1e+05"	"2017"	"Sí"
"4664"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"FELIPE ANTONIOMORALES CARRASCO"	"50000"	"2017"	"Sí"
"4665"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"1"	"2017"	"Sí"
"4666"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"1"	"2017"	"Sí"
"4667"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"1"	"2017"	"Sí"
"4668"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"ANDRES ANTONIOALCAINO CASTRO"	"1000"	"2017"	"Sí"
"4669"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"JUAN CARLOSRAMIREZPICHINCURA"	"3000"	"2017"	"Sí"
"4670"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"FELIPE ANDRESZAPATASOTO"	"5000"	"2017"	"Sí"
"4671"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"CARLOS ROBERTOSALAZARVILLALOBOS"	"10000"	"2017"	"Sí"
"4672"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"MANUELERAZOIBARRA"	"50000"	"2017"	"Sí"
"4673"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"CAROLINA SOLEDADVIDELA CONCHA"	"50000"	"2017"	"Sí"
"4674"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"VICTOR ALEJANDROBURGDAVIDELA"	"50000"	"2017"	"Sí"
"4675"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"20000"	"2017"	"Sí"
"4676"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"1e+05"	"2017"	"Sí"
"4677"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"2500"	"2017"	"Sí"
"4678"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"50000"	"2017"	"Sí"
"4679"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"2796"	"2017"	"Sí"
"4680"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"SANDRAAUTHSTEWART"	"15000"	"2017"	"Sí"
"4681"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"PABLO ANDRESMORAGAVASQUEZ"	"4"	"2017"	"Sí"
"4682"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"10000"	"2017"	"Sí"
"4683"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"SERGIO ABELARDOMOFFATLOPEZ"	"15000"	"2017"	"Sí"
"4684"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"10000"	"2017"	"Sí"
"4685"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"RODRIGO ANDRESBARAHONA NAVARRETE"	"10000"	"2017"	"Sí"
"4686"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"SERGIO MASANOROMONCECINOSFABIO"	"4449"	"2017"	"Sí"
"4687"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"5000"	"2017"	"Sí"
"4688"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"CRISTIAN ALEXISSEGURADIAZ"	"2970"	"2017"	"Sí"
"4689"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"RICARDO VLADIMIR CORONAABARZA"	"40000"	"2017"	"Sí"
"4690"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"PEDRO ALFONSORETAMALESMARTINICH"	"5000"	"2017"	"Sí"
"4691"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"RICARDO ANDRESESTEBANCONTRERAS"	"2000"	"2017"	"Sí"
"4692"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"JAVIERROJASCORNEJO"	"20000"	"2017"	"Sí"
"4693"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"ALEJANDRO ANDRES HENRIQUEZ LAZO"	"20000"	"2017"	"Sí"
"4694"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"LUIS FELIPE CHACON LATHROP"	"50000"	"2017"	"Sí"
"4695"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"10000"	"2017"	"Sí"
"4696"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"JONATHAN STEPHANO CHANDIA ITURRA"	"15000"	"2017"	"Sí"
"4697"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"JAIME ESTEBAN PIÑA ALVEAR"	"10000"	"2017"	"Sí"
"4698"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"CLAUDIA NAIOMI SOTO IBARRA"	"2000"	"2017"	"Sí"
"4699"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"ROSA ELENA RETAMALES RETAMAL"	"30000"	"2017"	"Sí"
"4700"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"20000"	"2017"	"Sí"
"4701"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"3000"	"2017"	"Sí"
"4702"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"2222"	"2017"	"Sí"
"4703"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"JOSE LUIS RIQUELME CABRERA"	"2000"	"2017"	"Sí"
"4704"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"TATIANA CECILIA HERNANDEZ COMANDIN"	"1e+05"	"2017"	"Sí"
"4705"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"JAIME ROBERTO FUENZALIDA LERCARI"	"25000"	"2017"	"Sí"
"4706"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"IVAN FRANCISCO CANALES LUZA"	"50000"	"2017"	"Sí"
"4707"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"OLIVIA MARIA GUADALUPE ALVAREZ PERE"	"50000"	"2017"	"Sí"
"4708"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"ERIC EDUARDO OPAZO ASCENCIO"	"20000"	"2017"	"Sí"
"4709"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"VALESCA LORENA PIZARRO SERRANO"	"2000"	"2017"	"Sí"
"4710"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"ALEX ANTONIO CASTILLO ABARZUA"	"444"	"2017"	"Sí"
"4711"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"RICARDO ANTONIO BASAEZ NAIHAN"	"5000"	"2017"	"Sí"
"4712"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"PHILIPPE GERMAN DROGUETT NORONIOS"	"95"	"2017"	"Sí"
"4713"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"CAMILA ANDREA ROGERS AROS"	"1"	"2017"	"Sí"
"4714"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"45000"	"2017"	"Sí"
"4715"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"KAREN PILAR ALEJANDRAMARTINEZCARVAJAL"	"74"	"2017"	"Sí"
"4716"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"LORENZO EDMUNDOPARRATAPIA"	"20000"	"2017"	"Sí"
"4717"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"JUAN ALBERTOSANDOVALMOYA"	"25000"	"2017"	"Sí"
"4718"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"50000"	"2017"	"Sí"
"4719"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"DAVID ALONSOCARRILLOROJAS"	"25000"	"2017"	"Sí"
"4720"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"JUAN IGNACIOCOLIL ABRICOT"	"15000"	"2017"	"Sí"
"4721"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"CARMEN ISABEL LUISASORIAGONZALEZ-VERA"	"10000"	"2017"	"Sí"
"4722"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"CRISTIAN JOHN OTEIZADONOSO"	"10000"	"2017"	"Sí"
"4723"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"PABLO ANTONIOCASTILLOMATURANA"	"1"	"2017"	"Sí"
"4724"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"DIEGO GUSTAVOTRONCOSOKURTOVIC"	"100"	"2017"	"Sí"
"4725"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"50000"	"2017"	"Sí"
"4726"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"FELIPE EDUARDOTAPIAVERA"	"1"	"2017"	"Sí"
"4727"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"ANDRES ROLANDOSPOTORNOLAGOS"	"30000"	"2017"	"Sí"
"4728"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"MOISES HUMBERTOLUCEROHERMOSILLA"	"10000"	"2017"	"Sí"
"4729"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	NA	"1000"	"2017"	"Sí"
"4730"	"ALBERTO MAYOL MIRANDA"	"INDEPENDIENTE"	"SEBASTIAN IGNACIO CASTILLOHERNANDEZ"	"1"	"2017"	"Sí"
"4731"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"20000"	"2017"	"Sí"
"4732"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"20000"	"2017"	"Sí"
"4733"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"20000"	"2017"	"Sí"
"4734"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"20000"	"2017"	"Sí"
"4735"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"20000"	"2017"	"Sí"
"4736"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"JOSE MANUEL SANCHEZBARCELO"	"1e+07"	"2017"	"Sí"
"4737"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"20000"	"2017"	"Sí"
"4738"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"20000"	"2017"	"Sí"
"4739"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"20000"	"2017"	"Sí"
"4740"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"20000"	"2017"	"Sí"
"4741"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"MARIA CRISTINA ETCHEBERRY SOMMERHOFF"	"5e+06"	"2017"	"Sí"
"4742"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"BARBARA ETCHEBERRY ARAOS"	"3e+06"	"2017"	"Sí"
"4743"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"SANDRO SOLARI DONAGGIO"	"3e+06"	"2017"	"Sí"
"4744"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"RUPERTO ANDRES PINOCHET OLAVE"	"50000"	"2017"	"Sí"
"4745"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"PABLO ANDRES MORAGAVASQUEZ"	"4"	"2017"	"Sí"
"4746"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"60000"	"2017"	"Sí"
"4747"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"EVOLUCION POLITICA"	"12025830"	"2017"	"Sí"
"4748"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"228000"	"2017"	"Sí"
"4749"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"388520"	"2017"	"Sí"
"4750"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"JOSE LUIS RIQUELME CARRERA"	"5000"	"2017"	"Sí"
"4751"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"NATAN ANTONIO OLIVOSNUÑEZ"	"194260"	"2017"	"Sí"
"4752"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"1e+05"	"2017"	"Sí"
"4753"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"FELIPE MARIO LARRAINTEJEDA"	"1e+06"	"2017"	"Sí"
"4754"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"SALVADOR PORTA FERRE"	"2e+05"	"2017"	"Sí"
"4755"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"50000"	"2017"	"Sí"
"4756"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"1e+05"	"2017"	"Sí"
"4757"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"CRISTIAN CARLOS PEREZ VERGARA"	"1e+05"	"2017"	"Sí"
"4758"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"1e+05"	"2017"	"Sí"
"4759"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"NICOLAS MANTEROLA SWETT"	"60000"	"2017"	"Sí"
"4760"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"PHILIPPE GERMAN DROGUETT KORONIOS"	"69"	"2017"	"Sí"
"4761"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"CAMILA ANDREA ROGERSAROS"	"1"	"2017"	"Sí"
"4762"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"SILVIA EUGENIA PINTOLAMPIDIS"	"10000"	"2017"	"Sí"
"4763"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"5e+05"	"2017"	"Sí"
"4764"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"BENJAMIN ARTURO DE JESUS MURUA ACUÑA"	"340000"	"2017"	"Sí"
"4765"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"1e+05"	"2017"	"Sí"
"4766"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"RODOLFO CARLOS SAN MARTIN LABRA"	"60000"	"2017"	"Sí"
"4767"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"JAVIER ALDUNATE BARZELATTO"	"1e+05"	"2017"	"Sí"
"4768"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"CLAUDIO MANUEL REBOLLEDO TORRES"	"10000"	"2017"	"Sí"
"4769"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"1e+05"	"2017"	"Sí"
"4770"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"1e+05"	"2017"	"Sí"
"4771"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"1e+06"	"2017"	"Sí"
"4772"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"RAFAEL ELEODORO ALDUNATE VALDES"	"50000"	"2017"	"Sí"
"4773"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"1e+05"	"2017"	"Sí"
"4774"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"215680"	"2017"	"Sí"
"4775"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"20000"	"2017"	"Sí"
"4776"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"PABLO ANTONIO CASTILLO MATURANA"	"1"	"2017"	"Sí"
"4777"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"DIEGO GUSTAVO TRONCOSO KURTOVIC"	"100"	"2017"	"Sí"
"4778"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"1e+06"	"2017"	"Sí"
"4779"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"1000"	"2017"	"Sí"
"4780"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"SEBASTIAN IGNACIO CASTILLO FERNANDEZ"	"1"	"2017"	"Sí"
"4781"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"CRISTINA SWDERWSKI"	"5000"	"2017"	"Sí"
"4782"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"JUAN PABLO SCHMIDT ZALDIVAR"	"2e+05"	"2017"	"Sí"
"4783"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"RODRIGO EDMUNDO MONCADA MELET"	"10000"	"2017"	"Sí"
"4784"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"215680"	"2017"	"Sí"
"4785"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"8e+05"	"2017"	"Sí"
"4786"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"1e+06"	"2017"	"Sí"
"4787"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	NA	"1052796"	"2017"	"Sí"
"4788"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"GASTÓM SANDOVAL"	"5000"	"2017"	"Sí"
"4789"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"FELIPE LEON"	"5000"	"2017"	"Sí"
"4790"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"ANDRÉS MOLINA"	"5000"	"2017"	"Sí"
"4791"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"BORIS STIER"	"5000"	"2017"	"Sí"
"4792"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"ROSSANA YAÑEZ"	"5000"	"2017"	"Sí"
"4793"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"WLADIMIR VENIU"	"5000"	"2017"	"Sí"
"4794"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"GEOCONDA NAVARRETE"	"5000"	"2017"	"Sí"
"4795"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"GONZALO LUNA"	"5000"	"2017"	"Sí"
"4796"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"DOMINGO LAMA"	"5000"	"2017"	"Sí"
"4797"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"JAVIER PERUCIC"	"5000"	"2017"	"Sí"
"4798"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"RENE INOSTROZA"	"5000"	"2017"	"Sí"
"4799"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"FRANCISCO SILVA"	"30000"	"2017"	"Sí"
"4800"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"MARIO JORQUERA"	"30000"	"2017"	"Sí"
"4801"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"ARNALDO MERBILHAA ROMO"	"1e+07"	"2017"	"Sí"
"4802"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"EVOLUCION POLITICA"	"7823500"	"2017"	"Sí"
"4803"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"JOSEFINA BENAVENTE"	"10000"	"2017"	"Sí"
"4804"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"PARTIDO EVOLUCIÓN POLÍTICA"	"71740656"	"2017"	"Sí"
"4805"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"MARTIN REVECO"	"10000"	"2017"	"Sí"
"4806"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"SAMIN OBANDO"	"10"	"2017"	"Sí"
"4807"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"HENRY GONZALEZ"	"10"	"2017"	"Sí"
"4808"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"PATRICIA LANDISTERLEBER"	"10000"	"2017"	"Sí"
"4809"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"MARCELO VILLAGRÁN"	"10000"	"2017"	"Sí"
"4810"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"MARÍA VIVES"	"10000"	"2017"	"Sí"
"4811"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"JOSEFINA SÁNCHEZ"	"10000"	"2017"	"Sí"
"4812"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"JAVIERA BENAVENTE"	"10000"	"2017"	"Sí"
"4813"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"MARTIN REVECO"	"10000"	"2017"	"Sí"
"4814"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"LUIS CASTELLÓN"	"10000"	"2017"	"Sí"
"4815"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"JOSEFINA NEUMANN"	"10000"	"2017"	"Sí"
"4816"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"IGNACIO SOLBRE"	"10000"	"2017"	"Sí"
"4817"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"FLORENCIA GARSTMAN"	"10000"	"2017"	"Sí"
"4818"	"FELIPE KAST SOMMERHOFF"	"PARTIDO EVOLUCIÓN POLITICA"	"JUSEFF ALEJANDRO MARTÍNEZ"	"10000"	"2017"	"Sí"
